Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff
GSW,116,SEA,119,199204300SEA,1992,0,GSW,GSW-1992,-3,TRUE
NYK,82,DET,86,199205010DET,1992,0,NYK,NYK-1992,-4,TRUE
BOS,76,CLE,101,199205020CLE,1992,0,BOS,BOS-1992,-25,TRUE
POR,102,LAL,76,199205030LAL,1992,1,POR,POR-1992,26,TRUE
DET,87,NYK,94,199205030NYK,1992,0,DET,DET-1992,-7,TRUE
UTA,107,LAC,115,199205030LAC,1992,0,UTA,UTA-1992,-8,TRUE
BOS,104,CLE,98,199205040CLE,1992,1,BOS,BOS-1992,6,TRUE
LAC,89,UTA,98,199205040UTA,1992,0,LAC,LAC-1992,-9,TRUE
NYK,94,CHI,89,199205050CHI,1992,1,NYK,NYK-1992,5,TRUE
PHO,111,POR,113,199205050POR,1992,0,PHO,PHO-1992,-2,TRUE
SEA,100,UTA,108,199205060UTA,1992,0,SEA,SEA-1992,-8,TRUE
PHO,119,POR,126,199205070POR,1992,0,PHO,PHO-1992,-7,TRUE
NYK,78,CHI,86,199205070CHI,1992,0,NYK,NYK-1992,-8,TRUE
CLE,107,BOS,110,199205080BOS,1992,0,CLE,CLE-1992,-3,TRUE
SEA,97,UTA,103,199205080UTA,1992,0,SEA,SEA-1992,-6,TRUE
CHI,94,NYK,86,199205090NYK,1992,1,CHI,CHI-1992,8,TRUE
POR,117,PHO,124,199205090PHO,1992,0,POR,POR-1992,-7,TRUE
CLE,114,BOS,112,199205100BOS,1992,1,CLE,CLE-1992,2,TRUE
CHI,86,NYK,93,199205100NYK,1992,0,CHI,CHI-1992,-7,TRUE
UTA,98,SEA,104,199205100SEA,1992,0,UTA,UTA-1992,-6,TRUE
POR,153,PHO,151,199205110PHO,1992,1,POR,POR-1992,2,TRUE
NYK,88,CHI,96,199205120CHI,1992,0,NYK,NYK-1992,-8,TRUE
UTA,89,SEA,83,199205120SEA,1992,1,UTA,UTA-1992,6,TRUE
BOS,98,CLE,114,199205130CLE,1992,0,BOS,BOS-1992,-16,TRUE
CHI,86,NYK,100,199205140NYK,1992,0,CHI,CHI-1992,-14,TRUE
PHO,106,POR,118,199205140POR,1992,0,PHO,PHO-1992,-12,TRUE
SEA,100,UTA,111,199205140UTA,1992,0,SEA,SEA-1992,-11,TRUE
CLE,91,BOS,122,199205150BOS,1992,0,CLE,CLE-1992,-31,TRUE
UTA,88,POR,113,199205160POR,1992,0,UTA,UTA-1992,-25,TRUE
NYK,81,CHI,110,199205170CHI,1992,0,NYK,NYK-1992,-29,TRUE
BOS,104,CLE,122,199205170CLE,1992,0,BOS,BOS-1992,-18,TRUE
UTA,102,POR,119,199205190POR,1992,0,UTA,UTA-1992,-17,TRUE
CLE,89,CHI,103,199205190CHI,1992,0,CLE,CLE-1992,-14,TRUE
CLE,107,CHI,81,199205210CHI,1992,1,CLE,CLE-1992,26,TRUE
POR,89,UTA,97,199205220UTA,1992,0,POR,POR-1992,-8,TRUE
CHI,105,CLE,96,199205230CLE,1992,1,CHI,CHI-1992,9,TRUE
POR,112,UTA,121,199205240UTA,1992,0,POR,POR-1992,-9,TRUE
CHI,85,CLE,99,199205250CLE,1992,0,CHI,CHI-1992,-14,TRUE
UTA,121,POR,127,199205260POR,1992,0,UTA,UTA-1992,-6,TRUE
CLE,89,CHI,112,199205270CHI,1992,0,CLE,CLE-1992,-23,TRUE
POR,105,UTA,97,199205280UTA,1992,1,POR,POR-1992,8,TRUE
CHI,99,CLE,94,199205290CLE,1992,1,CHI,CHI-1992,5,TRUE
POR,89,CHI,122,199206030CHI,1992,0,POR,POR-1992,-33,TRUE
POR,115,CHI,104,199206050CHI,1992,1,POR,POR-1992,11,TRUE
CHI,94,POR,84,199206070POR,1992,1,CHI,CHI-1992,10,TRUE
CHI,88,POR,93,199206100POR,1992,0,CHI,CHI-1992,-5,TRUE
CHI,119,POR,106,199206120POR,1992,1,CHI,CHI-1992,13,TRUE
POR,93,CHI,97,199206140CHI,1992,0,POR,POR-1992,-4,TRUE
CHH,101,BOS,112,199304290BOS,1993,0,CHH,CHH-1993,-11,TRUE
NJN,98,CLE,114,199304290CLE,1993,0,NJN,NJN-1993,-16,TRUE
LAC,94,HOU,117,199304290HOU,1993,0,LAC,LAC-1993,-23,TRUE
SAS,87,POR,86,199304290POR,1993,1,SAS,SAS-1993,1,TRUE
ATL,90,CHI,114,199304300CHI,1993,0,ATL,ATL-1993,-24,TRUE
IND,104,NYK,107,199304300NYK,1993,0,IND,IND-1993,-3,TRUE
LAL,107,PHO,103,199304300PHO,1993,1,LAL,LAL-1993,4,TRUE
UTA,85,SEA,99,199304300SEA,1993,0,UTA,UTA-1993,-14,TRUE
NJN,101,CLE,99,199305010CLE,1993,1,NJN,NJN-1993,2,TRUE
CHH,99,BOS,98,199305010BOS,1993,1,CHH,CHH-1993,1,TRUE
SAS,96,POR,105,199305010POR,1993,0,SAS,SAS-1993,-9,TRUE
LAC,95,HOU,83,199305010HOU,1993,1,LAC,LAC-1993,12,TRUE
ATL,102,CHI,117,199305020CHI,1993,0,ATL,ATL-1993,-15,TRUE
IND,91,NYK,101,199305020NYK,1993,0,IND,IND-1993,-10,TRUE
LAL,86,PHO,81,199305020PHO,1993,1,LAL,LAL-1993,5,TRUE
UTA,89,SEA,85,199305020SEA,1993,1,UTA,UTA-1993,4,TRUE
BOS,89,CHH,119,199305030CHH,1993,0,BOS,BOS-1993,-30,TRUE
HOU,111,LAC,99,199305030LAC,1993,1,HOU,HOU-1993,12,TRUE
CHI,98,ATL,88,199305040ATL,1993,1,CHI,CHI-1993,10,TRUE
NYK,93,IND,116,199305040IND,1993,0,NYK,NYK-1993,-23,TRUE
PHO,107,LAL,102,199305040LAL,1993,1,PHO,PHO-1993,5,TRUE
SEA,80,UTA,90,199305040UTA,1993,0,SEA,SEA-1993,-10,TRUE
CLE,93,NJN,84,199305050NJN,1993,1,CLE,CLE-1993,9,TRUE
POR,101,SAS,107,199305050SAS,1993,0,POR,POR-1993,-6,TRUE
HOU,90,LAC,93,199305050LAC,1993,0,HOU,HOU-1993,-3,TRUE
BOS,103,CHH,104,199305050CHH,1993,0,BOS,BOS-1993,-1,TRUE
NYK,109,IND,100,199305060IND,1993,1,NYK,NYK-1993,9,TRUE
PHO,101,LAL,86,199305060LAL,1993,1,PHO,PHO-1993,15,TRUE
SEA,93,UTA,80,199305060UTA,1993,1,SEA,SEA-1993,13,TRUE
CLE,79,NJN,96,199305070NJN,1993,0,CLE,CLE-1993,-17,TRUE
POR,97,SAS,100,199305070SAS,1993,0,POR,POR-1993,-3,TRUE
LAC,80,HOU,84,199305080HOU,1993,0,LAC,LAC-1993,-4,TRUE
UTA,92,SEA,100,199305080SEA,1993,0,UTA,UTA-1993,-8,TRUE
NJN,89,CLE,99,199305090CLE,1993,0,NJN,NJN-1993,-10,TRUE
CHH,95,NYK,111,199305090NYK,1993,0,CHH,CHH-1993,-16,TRUE
LAL,104,PHO,112,199305090PHO,1993,0,LAL,LAL-1993,-8,TRUE
HOU,90,SEA,99,199305100SEA,1993,0,HOU,HOU-1993,-9,TRUE
SAS,89,PHO,98,199305110PHO,1993,0,SAS,SAS-1993,-9,TRUE
CLE,84,CHI,91,199305110CHI,1993,0,CLE,CLE-1993,-7,TRUE
CHH,101,NYK,105,199305120NYK,1993,0,CHH,CHH-1993,-4,TRUE
HOU,100,SEA,111,199305120SEA,1993,0,HOU,HOU-1993,-11,TRUE
CLE,85,CHI,104,199305130CHI,1993,0,CLE,CLE-1993,-19,TRUE
SAS,103,PHO,109,199305130PHO,1993,0,SAS,SAS-1993,-6,TRUE
NYK,106,CHH,110,199305140CHH,1993,0,NYK,NYK-1993,-4,TRUE
CHI,96,CLE,90,199305150CLE,1993,1,CHI,CHI-1993,6,TRUE
SEA,79,HOU,97,199305150HOU,1993,0,SEA,SEA-1993,-18,TRUE
PHO,96,SAS,111,199305150SAS,1993,0,PHO,PHO-1993,-15,TRUE
NYK,94,CHH,92,199305160CHH,1993,1,NYK,NYK-1993,2,TRUE
SEA,92,HOU,103,199305160HOU,1993,0,SEA,SEA-1993,-11,TRUE
PHO,103,SAS,117,199305160SAS,1993,0,PHO,PHO-1993,-14,TRUE
CHI,103,CLE,101,199305170CLE,1993,1,CHI,CHI-1993,2,TRUE
CHH,101,NYK,105,199305180NYK,1993,0,CHH,CHH-1993,-4,TRUE
HOU,95,SEA,120,199305180SEA,1993,0,HOU,HOU-1993,-25,TRUE
SAS,97,PHO,109,199305180PHO,1993,0,SAS,SAS-1993,-12,TRUE
SEA,90,HOU,103,199305200HOU,1993,0,SEA,SEA-1993,-13,TRUE
PHO,102,SAS,100,199305200SAS,1993,1,PHO,PHO-1993,2,TRUE
HOU,100,SEA,103,199305220SEA,1993,0,HOU,HOU-1993,-3,TRUE
CHI,90,NYK,98,199305230NYK,1993,0,CHI,CHI-1993,-8,TRUE
SEA,91,PHO,105,199305240PHO,1993,0,SEA,SEA-1993,-14,TRUE
CHI,91,NYK,96,199305250NYK,1993,0,CHI,CHI-1993,-5,TRUE
SEA,103,PHO,99,199305260PHO,1993,1,SEA,SEA-1993,4,TRUE
PHO,104,SEA,97,199305280SEA,1993,1,PHO,PHO-1993,7,TRUE
NYK,83,CHI,103,199305290CHI,1993,0,NYK,NYK-1993,-20,TRUE
PHO,101,SEA,120,199305300SEA,1993,0,PHO,PHO-1993,-19,TRUE
NYK,95,CHI,105,199305310CHI,1993,0,NYK,NYK-1993,-10,TRUE
SEA,114,PHO,120,199306010PHO,1993,0,SEA,SEA-1993,-6,TRUE
CHI,97,NYK,94,199306020NYK,1993,1,CHI,CHI-1993,3,TRUE
PHO,102,SEA,118,199306030SEA,1993,0,PHO,PHO-1993,-16,TRUE
NYK,88,CHI,96,199306040CHI,1993,0,NYK,NYK-1993,-8,TRUE
SEA,110,PHO,123,199306050PHO,1993,0,SEA,SEA-1993,-13,TRUE
CHI,100,PHO,92,199306090PHO,1993,1,CHI,CHI-1993,8,TRUE
CHI,111,PHO,108,199306110PHO,1993,1,CHI,CHI-1993,3,TRUE
PHO,129,CHI,121,199306130CHI,1993,1,PHO,PHO-1993,8,TRUE
PHO,105,CHI,111,199306160CHI,1993,0,PHO,PHO-1993,-6,TRUE
PHO,108,CHI,98,199306180CHI,1993,1,PHO,PHO-1993,10,TRUE
CHI,99,PHO,98,199306200PHO,1993,1,CHI,CHI-1993,1,TRUE
MIA,93,ATL,88,199404280ATL,1994,1,MIA,MIA-1994,5,TRUE
IND,89,ORL,88,199404280ORL,1994,1,IND,IND-1994,1,TRUE
UTA,89,SAS,106,199404280SAS,1994,0,UTA,UTA-1994,-17,TRUE
DEN,82,SEA,106,199404280SEA,1994,0,DEN,DEN-1994,-24,TRUE
CLE,96,CHI,104,199404290CHI,1994,0,CLE,CLE-1994,-8,TRUE
POR,104,HOU,114,199404290HOU,1994,0,POR,POR-1994,-10,TRUE
NJN,80,NYK,91,199404290NYK,1994,0,NJN,NJN-1994,-11,TRUE
GSW,104,PHO,111,199404290PHO,1994,0,GSW,GSW-1994,-7,TRUE
MIA,86,ATL,104,199404300ATL,1994,0,MIA,MIA-1994,-18,TRUE
IND,103,ORL,101,199404300ORL,1994,1,IND,IND-1994,2,TRUE
UTA,96,SAS,84,199404300SAS,1994,1,UTA,UTA-1994,12,TRUE
DEN,87,SEA,97,199404300SEA,1994,0,DEN,DEN-1994,-10,TRUE
POR,104,HOU,115,199405010HOU,1994,0,POR,POR-1994,-11,TRUE
CLE,96,CHI,105,199405010CHI,1994,0,CLE,CLE-1994,-9,TRUE
GSW,111,PHO,117,199405010PHO,1994,0,GSW,GSW-1994,-6,TRUE
NJN,81,NYK,90,199405010NYK,1994,0,NJN,NJN-1994,-9,TRUE
SEA,93,DEN,110,199405020DEN,1994,0,SEA,SEA-1994,-17,TRUE
ORL,86,IND,99,199405020IND,1994,0,ORL,ORL-1994,-13,TRUE
CHI,95,CLE,92,199405030CLE,1994,1,CHI,CHI-1994,3,TRUE
ATL,86,MIA,90,199405030MIA,1994,0,ATL,ATL-1994,-4,TRUE
HOU,115,POR,118,199405030POR,1994,0,HOU,HOU-1994,-3,TRUE
SAS,72,UTA,105,199405030UTA,1994,0,SAS,SAS-1994,-33,TRUE
PHO,140,GSW,133,199405040GSW,1994,1,PHO,PHO-1994,7,TRUE
NYK,92,NJN,93,199405040NJN,1994,0,NYK,NYK-1994,-1,TRUE
SEA,85,DEN,94,199405050DEN,1994,0,SEA,SEA-1994,-9,TRUE
ATL,103,MIA,89,199405050MIA,1994,1,ATL,ATL-1994,14,TRUE
SAS,90,UTA,95,199405050UTA,1994,0,SAS,SAS-1994,-5,TRUE
NYK,102,NJN,92,199405060NJN,1994,1,NYK,NYK-1994,10,TRUE
HOU,92,POR,89,199405060POR,1994,1,HOU,HOU-1994,3,TRUE
DEN,98,SEA,94,199405070SEA,1994,1,DEN,DEN-1994,4,TRUE
MIA,91,ATL,102,199405080ATL,1994,0,MIA,MIA-1994,-11,TRUE
PHO,91,HOU,87,199405080HOU,1994,1,PHO,PHO-1994,4,TRUE
CHI,86,NYK,90,199405080NYK,1994,0,CHI,CHI-1994,-4,TRUE
IND,96,ATL,85,199405100ATL,1994,1,IND,IND-1994,11,TRUE
DEN,91,UTA,100,199405100UTA,1994,0,DEN,DEN-1994,-9,TRUE
PHO,124,HOU,117,199405110HOU,1994,1,PHO,PHO-1994,7,TRUE
CHI,91,NYK,96,199405110NYK,1994,0,CHI,CHI-1994,-5,TRUE
IND,69,ATL,92,199405120ATL,1994,0,IND,IND-1994,-23,TRUE
DEN,94,UTA,104,199405120UTA,1994,0,DEN,DEN-1994,-10,TRUE
NYK,102,CHI,104,199405130CHI,1994,0,NYK,NYK-1994,-2,TRUE
HOU,118,PHO,102,199405130PHO,1994,1,HOU,HOU-1994,16,TRUE
UTA,111,DEN,109,199405140DEN,1994,1,UTA,UTA-1994,2,TRUE
ATL,81,IND,101,199405140IND,1994,0,ATL,ATL-1994,-20,TRUE
NYK,83,CHI,95,199405150CHI,1994,0,NYK,NYK-1994,-12,TRUE
UTA,82,DEN,83,199405150DEN,1994,0,UTA,UTA-1994,-1,TRUE
ATL,86,IND,102,199405150IND,1994,0,ATL,ATL-1994,-16,TRUE
HOU,107,PHO,96,199405150PHO,1994,1,HOU,HOU-1994,11,TRUE
IND,76,ATL,88,199405170ATL,1994,0,IND,IND-1994,-12,TRUE
PHO,86,HOU,109,199405170HOU,1994,0,PHO,PHO-1994,-23,TRUE
DEN,109,UTA,101,199405170UTA,1994,1,DEN,DEN-1994,8,TRUE
CHI,86,NYK,87,199405180NYK,1994,0,CHI,CHI-1994,-1,TRUE
HOU,89,PHO,103,199405190PHO,1994,0,HOU,HOU-1994,-14,TRUE
ATL,79,IND,98,199405190IND,1994,0,ATL,ATL-1994,-19,TRUE
UTA,91,DEN,94,199405190DEN,1994,0,UTA,UTA-1994,-3,TRUE
NYK,79,CHI,93,199405200CHI,1994,0,NYK,NYK-1994,-14,TRUE
PHO,94,HOU,104,199405210HOU,1994,0,PHO,PHO-1994,-10,TRUE
DEN,81,UTA,91,199405210UTA,1994,0,DEN,DEN-1994,-10,TRUE
CHI,77,NYK,87,199405220NYK,1994,0,CHI,CHI-1994,-10,TRUE
UTA,88,HOU,100,199405230HOU,1994,0,UTA,UTA-1994,-12,TRUE
IND,89,NYK,100,199405240NYK,1994,0,IND,IND-1994,-11,TRUE
UTA,99,HOU,104,199405250HOU,1994,0,UTA,UTA-1994,-5,TRUE
IND,78,NYK,89,199405260NYK,1994,0,IND,IND-1994,-11,TRUE
HOU,86,UTA,95,199405270UTA,1994,0,HOU,HOU-1994,-9,TRUE
NYK,68,IND,88,199405280IND,1994,0,NYK,NYK-1994,-20,TRUE
HOU,80,UTA,78,199405290UTA,1994,1,HOU,HOU-1994,2,TRUE
NYK,77,IND,83,199405300IND,1994,0,NYK,NYK-1994,-6,TRUE
UTA,83,HOU,94,199405310HOU,1994,0,UTA,UTA-1994,-11,TRUE
IND,93,NYK,86,199406010NYK,1994,1,IND,IND-1994,7,TRUE
NYK,98,IND,91,199406030IND,1994,1,NYK,NYK-1994,7,TRUE
IND,90,NYK,94,199406050NYK,1994,0,IND,IND-1994,-4,TRUE
NYK,78,HOU,85,199406080HOU,1994,0,NYK,NYK-1994,-7,TRUE
NYK,91,HOU,83,199406100HOU,1994,1,NYK,NYK-1994,8,TRUE
HOU,93,NYK,89,199406120NYK,1994,1,HOU,HOU-1994,4,TRUE
HOU,82,NYK,91,199406150NYK,1994,0,HOU,HOU-1994,-9,TRUE
HOU,84,NYK,91,199406170NYK,1994,0,HOU,HOU-1994,-7,TRUE
NYK,84,HOU,86,199406190HOU,1994,0,NYK,NYK-1994,-2,TRUE
NYK,84,HOU,90,199406220HOU,1994,0,NYK,NYK-1994,-6,TRUE
ATL,82,IND,90,199504270IND,1995,0,ATL,ATL-1995,-8,TRUE
CLE,79,NYK,103,199504270NYK,1995,0,CLE,CLE-1995,-24,TRUE
LAL,71,SEA,96,199504270SEA,1995,0,LAL,LAL-1995,-25,TRUE
HOU,100,UTA,102,199504270UTA,1995,0,HOU,HOU-1995,-2,TRUE
CHI,108,CHH,100,199504280CHH,1995,1,CHI,CHI-1995,8,TRUE
BOS,77,ORL,124,199504280ORL,1995,0,BOS,BOS-1995,-47,TRUE
POR,102,PHO,129,199504280PHO,1995,0,POR,POR-1995,-27,TRUE
DEN,88,SAS,104,199504280SAS,1995,0,DEN,DEN-1995,-16,TRUE
ATL,97,IND,105,199504290IND,1995,0,ATL,ATL-1995,-8,TRUE
CLE,90,NYK,84,199504290NYK,1995,1,CLE,CLE-1995,6,TRUE
LAL,84,SEA,82,199504290SEA,1995,1,LAL,LAL-1995,2,TRUE
HOU,140,UTA,126,199504290UTA,1995,1,HOU,HOU-1995,14,TRUE
CHI,89,CHH,106,199504300CHH,1995,0,CHI,CHI-1995,-17,TRUE
BOS,99,ORL,92,199504300ORL,1995,1,BOS,BOS-1995,7,TRUE
POR,94,PHO,103,199504300PHO,1995,0,POR,POR-1995,-9,TRUE
DEN,96,SAS,122,199504300SAS,1995,0,DEN,DEN-1995,-26,TRUE
SEA,101,LAL,105,199505010LAL,1995,0,SEA,SEA-1995,-4,TRUE
NYK,83,CLE,81,199505010CLE,1995,1,NYK,NYK-1995,2,TRUE
CHH,80,CHI,103,199505020CHI,1995,0,CHH,CHH-1995,-23,TRUE
SAS,99,DEN,95,199505020DEN,1995,1,SAS,SAS-1995,4,TRUE
PHO,117,POR,109,199505020POR,1995,1,PHO,PHO-1995,8,TRUE
IND,105,ATL,89,199505020ATL,1995,1,IND,IND-1995,16,TRUE
ORL,82,BOS,77,199505030BOS,1995,1,ORL,ORL-1995,5,TRUE
UTA,95,HOU,82,199505030HOU,1995,1,UTA,UTA-1995,13,TRUE
CHH,84,CHI,85,199505040CHI,1995,0,CHH,CHH-1995,-1,TRUE
NYK,93,CLE,80,199505040CLE,1995,1,NYK,NYK-1995,13,TRUE
SEA,110,LAL,114,199505040LAL,1995,0,SEA,SEA-1995,-4,TRUE
ORL,95,BOS,92,199505050BOS,1995,1,ORL,ORL-1995,3,TRUE
UTA,106,HOU,123,199505050HOU,1995,0,UTA,UTA-1995,-17,TRUE
LAL,94,SAS,110,199505060SAS,1995,0,LAL,LAL-1995,-16,TRUE
IND,107,NYK,105,199505070NYK,1995,1,IND,IND-1995,2,TRUE
HOU,95,UTA,91,199505070UTA,1995,1,HOU,HOU-1995,4,TRUE
CHI,91,ORL,94,199505070ORL,1995,0,CHI,CHI-1995,-3,TRUE
LAL,90,SAS,97,199505080SAS,1995,0,LAL,LAL-1995,-7,TRUE
IND,77,NYK,96,199505090NYK,1995,0,IND,IND-1995,-19,TRUE
HOU,108,PHO,130,199505090PHO,1995,0,HOU,HOU-1995,-22,TRUE
CHI,104,ORL,94,199505100ORL,1995,1,CHI,CHI-1995,10,TRUE
NYK,95,IND,97,199505110IND,1995,0,NYK,NYK-1995,-2,TRUE
HOU,94,PHO,118,199505110PHO,1995,0,HOU,HOU-1995,-24,TRUE
ORL,110,CHI,101,199505120CHI,1995,1,ORL,ORL-1995,9,TRUE
SAS,85,LAL,92,199505120LAL,1995,0,SAS,SAS-1995,-7,TRUE
PHO,85,HOU,118,199505130HOU,1995,0,PHO,PHO-1995,-33,TRUE
NYK,84,IND,98,199505130IND,1995,0,NYK,NYK-1995,-14,TRUE
ORL,95,CHI,106,199505140CHI,1995,0,ORL,ORL-1995,-11,TRUE
PHO,114,HOU,110,199505140HOU,1995,1,PHO,PHO-1995,4,TRUE
SAS,80,LAL,71,199505140LAL,1995,1,SAS,SAS-1995,9,TRUE
CHI,95,ORL,103,199505160ORL,1995,0,CHI,CHI-1995,-8,TRUE
HOU,103,PHO,97,199505160PHO,1995,1,HOU,HOU-1995,6,TRUE
LAL,98,SAS,96,199505160SAS,1995,1,LAL,LAL-1995,2,TRUE
IND,95,NYK,96,199505170NYK,1995,0,IND,IND-1995,-1,TRUE
ORL,108,CHI,102,199505180CHI,1995,1,ORL,ORL-1995,6,TRUE
PHO,103,HOU,116,199505180HOU,1995,0,PHO,PHO-1995,-13,TRUE
SAS,100,LAL,88,199505180LAL,1995,1,SAS,SAS-1995,12,TRUE
NYK,92,IND,82,199505190IND,1995,1,NYK,NYK-1995,10,TRUE
HOU,115,PHO,114,199505200PHO,1995,1,HOU,HOU-1995,1,TRUE
IND,97,NYK,95,199505210NYK,1995,1,IND,IND-1995,2,TRUE
HOU,94,SAS,93,199505220SAS,1995,1,HOU,HOU-1995,1,TRUE
IND,101,ORL,105,199505230ORL,1995,0,IND,IND-1995,-4,TRUE
HOU,106,SAS,96,199505240SAS,1995,1,HOU,HOU-1995,10,TRUE
IND,114,ORL,119,199505250ORL,1995,0,IND,IND-1995,-5,TRUE
SAS,107,HOU,102,199505260HOU,1995,1,SAS,SAS-1995,5,TRUE
ORL,100,IND,105,199505270IND,1995,0,ORL,ORL-1995,-5,TRUE
SAS,103,HOU,81,199505280HOU,1995,1,SAS,SAS-1995,22,TRUE
ORL,93,IND,94,199505290IND,1995,0,ORL,ORL-1995,-1,TRUE
HOU,111,SAS,90,199505300SAS,1995,1,HOU,HOU-1995,21,TRUE
IND,106,ORL,108,199505310ORL,1995,0,IND,IND-1995,-2,TRUE
SAS,95,HOU,100,199506010HOU,1995,0,SAS,SAS-1995,-5,TRUE
ORL,96,IND,123,199506020IND,1995,0,ORL,ORL-1995,-27,TRUE
IND,81,ORL,105,199506040ORL,1995,0,IND,IND-1995,-24,TRUE
HOU,120,ORL,118,199506070ORL,1995,1,HOU,HOU-1995,2,TRUE
HOU,117,ORL,106,199506090ORL,1995,1,HOU,HOU-1995,11,TRUE
ORL,103,HOU,106,199506110HOU,1995,0,ORL,ORL-1995,-3,TRUE
ORL,101,HOU,113,199506140HOU,1995,0,ORL,ORL-1995,-12,TRUE
NYK,106,CLE,83,199604250CLE,1996,1,NYK,NYK-1996,23,TRUE
ATL,92,IND,80,199604250IND,1996,1,ATL,ATL-1996,12,TRUE
HOU,87,LAL,83,199604250LAL,1996,1,HOU,HOU-1996,4,TRUE
POR,102,UTA,110,199604250UTA,1996,0,POR,POR-1996,-8,TRUE
MIA,85,CHI,102,199604260CHI,1996,0,MIA,MIA-1996,-17,TRUE
DET,92,ORL,112,199604260ORL,1996,0,DET,DET-1996,-20,TRUE
PHO,98,SAS,120,199604260SAS,1996,0,PHO,PHO-1996,-22,TRUE
SAC,85,SEA,97,199604260SEA,1996,0,SAC,SAC-1996,-12,TRUE
NYK,84,CLE,80,199604270CLE,1996,1,NYK,NYK-1996,4,TRUE
ATL,94,IND,102,199604270IND,1996,0,ATL,ATL-1996,-8,TRUE
HOU,94,LAL,104,199604270LAL,1996,0,HOU,HOU-1996,-10,TRUE
POR,90,UTA,105,199604270UTA,1996,0,POR,POR-1996,-15,TRUE
MIA,75,CHI,106,199604280CHI,1996,0,MIA,MIA-1996,-31,TRUE
DET,77,ORL,92,199604280ORL,1996,0,DET,DET-1996,-15,TRUE
PHO,105,SAS,110,199604280SAS,1996,0,PHO,PHO-1996,-5,TRUE
SAC,90,SEA,81,199604280SEA,1996,1,SAC,SAC-1996,9,TRUE
IND,83,ATL,90,199604290ATL,1996,0,IND,IND-1996,-7,TRUE
UTA,91,POR,94,199604290POR,1996,0,UTA,UTA-1996,-3,TRUE
ORL,101,DET,98,199604300DET,1996,1,ORL,ORL-1996,3,TRUE
LAL,98,HOU,104,199604300HOU,1996,0,LAL,LAL-1996,-6,TRUE
SEA,96,SAC,89,199604300SAC,1996,1,SEA,SEA-1996,7,TRUE
CLE,76,NYK,81,199605010NYK,1996,0,CLE,CLE-1996,-5,TRUE
CHI,112,MIA,91,199605010MIA,1996,1,CHI,CHI-1996,21,TRUE
UTA,90,POR,98,199605010POR,1996,0,UTA,UTA-1996,-8,TRUE
SAS,93,PHO,94,199605010PHO,1996,0,SAS,SAS-1996,-1,TRUE
IND,83,ATL,75,199605020ATL,1996,1,IND,IND-1996,8,TRUE
LAL,94,HOU,102,199605020HOU,1996,0,LAL,LAL-1996,-8,TRUE
SEA,101,SAC,87,199605020SAC,1996,1,SEA,SEA-1996,14,TRUE
SAS,116,PHO,98,199605030PHO,1996,1,SAS,SAS-1996,18,TRUE
HOU,75,SEA,108,199605040SEA,1996,0,HOU,HOU-1996,-33,TRUE
POR,64,UTA,102,199605050UTA,1996,0,POR,POR-1996,-38,TRUE
ATL,89,IND,87,199605050IND,1996,1,ATL,ATL-1996,2,TRUE
NYK,84,CHI,91,199605050CHI,1996,0,NYK,NYK-1996,-7,TRUE
HOU,101,SEA,105,199605060SEA,1996,0,HOU,HOU-1996,-4,TRUE
NYK,80,CHI,91,199605070CHI,1996,0,NYK,NYK-1996,-11,TRUE
UTA,95,SAS,75,199605070SAS,1996,1,UTA,UTA-1996,20,TRUE
ATL,105,ORL,117,199605080ORL,1996,0,ATL,ATL-1996,-12,TRUE
UTA,77,SAS,88,199605090SAS,1996,0,UTA,UTA-1996,-11,TRUE
SEA,115,HOU,112,199605100HOU,1996,1,SEA,SEA-1996,3,TRUE
ATL,94,ORL,120,199605100ORL,1996,0,ATL,ATL-1996,-26,TRUE
SAS,75,UTA,105,199605110UTA,1996,0,SAS,SAS-1996,-30,TRUE
CHI,99,NYK,102,199605110NYK,1996,0,CHI,CHI-1996,-3,TRUE
ORL,103,ATL,96,199605120ATL,1996,1,ORL,ORL-1996,7,TRUE
SEA,114,HOU,107,199605120HOU,1996,1,SEA,SEA-1996,7,TRUE
CHI,94,NYK,91,199605120NYK,1996,1,CHI,CHI-1996,3,TRUE
SAS,86,UTA,101,199605120UTA,1996,0,SAS,SAS-1996,-15,TRUE
ORL,99,ATL,104,199605130ATL,1996,0,ORL,ORL-1996,-5,TRUE
NYK,81,CHI,94,199605140CHI,1996,0,NYK,NYK-1996,-13,TRUE
UTA,87,SAS,98,199605140SAS,1996,0,UTA,UTA-1996,-11,TRUE
ATL,88,ORL,96,199605150ORL,1996,0,ATL,ATL-1996,-8,TRUE
SAS,81,UTA,108,199605160UTA,1996,0,SAS,SAS-1996,-27,TRUE
UTA,72,SEA,102,199605180SEA,1996,0,UTA,UTA-1996,-30,TRUE
ORL,83,CHI,121,199605190CHI,1996,0,ORL,ORL-1996,-38,TRUE
UTA,87,SEA,91,199605200SEA,1996,0,UTA,UTA-1996,-4,TRUE
ORL,88,CHI,93,199605210CHI,1996,0,ORL,ORL-1996,-5,TRUE
SEA,76,UTA,96,199605240UTA,1996,0,SEA,SEA-1996,-20,TRUE
CHI,86,ORL,67,199605250ORL,1996,1,CHI,CHI-1996,19,TRUE
